1.000000000000000082e-05,0.000000000000000000e+00
7.000000000000000000e+05,0.000000000000000000e+00
8.000000000000000000e+05,5.780880000000000292e-06
8.400000999999999767e+05,8.513609999999999960e-06
8.500000000000000000e+05,1.145150000000000039e-05
8.600000000000000000e+05,1.530129999999999866e-05
8.700000000000000000e+05,2.007200000000000027e-05
8.800000000000000000e+05,2.576790000000000108e-05
8.900000999999999767e+05,3.239499999999999731e-05
9.000000000000000000e+05,3.995789999999999905e-05
9.100000000000000000e+05,4.846559999999999893e-05
9.200000000000000000e+05,5.792270000000000025e-05
9.300000000000000000e+05,6.833529999999999607e-05
9.400000999999999767e+05,7.970829999999999712e-05
9.500000000000000000e+05,9.205100000000000348e-05
9.600000000000000000e+05,1.053679999999999981e-04
9.700000000000000000e+05,1.196670000000000047e-04
9.800000000000000000e+05,1.349520000000000049e-04
9.900000999999999767e+05,1.512329999999999935e-04
1.000000000000000000e+06,1.685169999999999995e-04
1.100000000000000000e+06,3.981190000000000011e-04
1.200000000000000000e+06,7.376320000000000012e-04
1.300000000000000000e+06,1.201220000000000022e-03
1.400000000000000000e+06,1.814470000000000102e-03
1.500000000000000000e+06,2.625769999999999927e-03
1.600000000000000000e+06,3.725599999999999919e-03
1.700000000000000000e+06,5.275519999999999689e-03
1.800000000000000000e+06,7.542100000000000366e-03
1.900000000000000000e+06,1.091280000000000028e-02
2.000000000000000000e+06,1.584400000000000044e-02
2.100000000000000000e+06,2.269420000000000118e-02
2.200000000000000000e+06,3.149470000000000047e-02
2.300000000000000000e+06,4.185570000000000263e-02
2.400000000000000000e+06,5.315319999999999767e-02
2.500000000000000000e+06,6.484310999999999547e-02
2.600000000000000000e+06,7.663949999999999929e-02
2.700000000000000000e+06,8.849550000000000471e-02
2.800000000000000000e+06,1.004990000000000050e-01
2.900000000000000000e+06,1.127780000000000032e-01
3.000000000000000000e+06,1.254540000000000100e-01
3.100000000000000000e+06,1.386139999999999872e-01
3.200000000000000000e+06,1.523120000000000029e-01
3.300000000000000000e+06,1.665649999999999908e-01
3.400000000000000000e+06,1.813599999999999934e-01
3.500000000000000000e+06,1.966579999999999995e-01
3.600000000000000000e+06,2.123970000000000025e-01
3.700000000000000000e+06,2.284920000000000007e-01
3.800000000000000000e+06,2.448470000000000091e-01
3.900000000000000000e+06,2.613500000000000267e-01
4.000000000000000000e+06,2.778809999999999891e-01
4.100000000000000000e+06,2.943160000000000220e-01
4.200000000000000000e+06,3.105299999999999727e-01
4.300000000000000000e+06,3.264040000000000274e-01
4.400000000000000000e+06,3.418240000000000167e-01
4.500000000000000000e+06,3.566860000000000031e-01
4.600000000000000000e+06,3.709020000000000095e-01
4.700000000000000000e+06,3.843969999999999887e-01
4.800000000000000000e+06,3.971120000000000205e-01
4.900000000000000000e+06,4.090059999999999807e-01
5.000000000000000000e+06,4.200519999999999810e-01
5.100000000000000000e+06,4.302409999999999846e-01
5.200000000000000000e+06,4.395740000000000203e-01
5.300000000000000000e+06,4.480700000000000238e-01
5.400000000000000000e+06,4.557519999999999905e-01
5.500000000000000000e+06,4.626560000000000117e-01
5.600000000000000000e+06,4.688240000000000185e-01
5.700000000000000000e+06,4.742990000000000261e-01
5.800000000000000000e+06,4.791329999999999756e-01
5.900000000000000000e+06,4.833740000000000259e-01
6.000000000000000000e+06,4.870740000000000069e-01
6.100000000000000000e+06,4.902850000000000263e-01
6.200000000000000000e+06,4.930530000000000190e-01
6.300000000000000000e+06,4.954279999999999795e-01
6.400000000000000000e+06,4.974540000000000073e-01
6.500000000000000000e+06,4.991720000000000046e-01
6.600000000000000000e+06,5.006220000000000114e-01
6.700000000000000000e+06,5.018390000000000351e-01
6.800000000000000000e+06,5.028580000000000272e-01
6.900000000000000000e+06,5.037080000000000446e-01
7.000000000000000000e+06,5.044159999999999755e-01
7.100000000000000000e+06,5.050069999999999837e-01
7.200000000000000000e+06,5.055020000000000069e-01
7.300000000000000000e+06,5.059209999999999541e-01
7.400000000000000000e+06,5.062809999999999810e-01
7.500000000000000000e+06,5.065969999999999640e-01
7.600000000000000000e+06,5.068820000000000547e-01
7.700000000000000000e+06,5.071459999999999857e-01
7.800000000000000000e+06,5.073990000000000444e-01
7.900000000000000000e+06,5.076490000000000169e-01
8.000000000000000000e+06,5.079010000000000469e-01
8.100000000000000000e+06,5.081609999999999738e-01
8.200000000000000000e+06,5.084319999999999951e-01
8.300000000000000000e+06,5.087159999999999460e-01
8.400001000000000000e+06,5.090149999999999952e-01
8.500000000000000000e+06,5.093280000000000030e-01
8.600000000000000000e+06,5.096549999999999692e-01
8.700000000000000000e+06,5.099939999999999474e-01
8.800000000000000000e+06,5.103419999999999623e-01
8.900001000000000000e+06,5.106960000000000388e-01
9.000000000000000000e+06,5.110510000000000330e-01
9.100000000000000000e+06,5.114020000000000232e-01
9.200000000000000000e+06,5.117429999999999479e-01
9.300000000000000000e+06,5.120679999999999676e-01
9.400001000000000000e+06,5.123689999999999634e-01
9.500000000000000000e+06,5.126380000000000381e-01
9.600000000000000000e+06,5.128660000000000441e-01
9.700000000000000000e+06,5.130449999999999733e-01
9.800000000000000000e+06,5.131630000000000358e-01
9.900001000000000000e+06,5.132109999999999728e-01
1.000000000000000000e+07,5.131780000000000230e-01
1.010000000000000000e+07,5.130510000000000348e-01
1.020000000000000000e+07,5.128200000000000536e-01
1.030000000000000000e+07,5.124720000000000386e-01
1.040000000000000000e+07,5.119939999999999491e-01
1.050000000000000000e+07,5.113729999999999665e-01
1.060000000000000000e+07,5.105969999999999676e-01
1.070000000000000000e+07,5.096530000000000227e-01
1.080000000000000000e+07,5.085279999999999800e-01
1.090000000000000000e+07,5.072090000000000209e-01
1.100000000000000000e+07,5.056829999999999936e-01
1.110000000000000000e+07,5.039400000000000546e-01
1.120000000000000000e+07,5.019670000000000520e-01
1.130000000000000000e+07,4.997530000000000028e-01
1.140000000000000000e+07,4.972900000000000098e-01
1.150000000000000000e+07,4.945680000000000076e-01
1.160000000000000000e+07,4.915789999999999882e-01
1.170000000000000000e+07,4.883179999999999743e-01
1.180000000000000000e+07,4.847779999999999867e-01
1.190000000000000000e+07,4.809559999999999946e-01
1.200000000000000000e+07,4.768499999999999961e-01
1.210000000000000000e+07,4.724599999999999911e-01
1.220000000000000000e+07,4.677870000000000084e-01
1.230000000000000000e+07,4.628349999999999964e-01
1.240000000000000000e+07,4.576080000000000148e-01
1.250000000000000000e+07,4.521129999999999871e-01
1.260000000000000000e+07,4.463590000000000058e-01
1.270000000000000000e+07,4.403549999999999964e-01
1.280000000000000000e+07,4.341149999999999731e-01
1.290000000000000000e+07,4.276499999999999746e-01
1.300000000000000000e+07,4.209760000000000169e-01
1.310000000000000000e+07,4.141099999999999781e-01
1.320000000000000000e+07,4.070679999999999854e-01
1.330000000000000000e+07,3.998680000000000012e-01
1.340000000000000000e+07,3.925290000000000168e-01
1.350000000000000000e+07,3.850700000000000234e-01
1.360000000000000000e+07,3.775120000000000142e-01
1.370000000000000000e+07,3.698730000000000073e-01
1.380000000000000000e+07,3.621739999999999959e-01
1.390000000000000000e+07,3.544340000000000268e-01
1.400000000000000000e+07,3.466719999999999802e-01
1.410000000000000000e+07,3.389070000000000138e-01
1.420000000000000000e+07,3.311569999999999792e-01
1.430000000000000000e+07,3.234400000000000053e-01
1.440000000000000000e+07,3.157699999999999951e-01
1.450000000000000000e+07,3.081650000000000222e-01
1.460000000000000000e+07,3.006369999999999876e-01
1.470000000000000000e+07,2.932000000000000162e-01
1.480000000000000000e+07,2.858660000000000090e-01
1.490000000000000000e+07,2.786460000000000048e-01
1.500000000000000000e+07,2.715500000000000136e-01
1.510000000000000000e+07,2.645859999999999879e-01
1.520000000000000000e+07,2.577619999999999911e-01
1.530000000000000000e+07,2.510830000000000006e-01
1.540000000000000000e+07,2.445569999999999966e-01
1.550000000000000000e+07,2.381860000000000088e-01
1.560000000000000000e+07,2.319749999999999868e-01
1.570000000000000000e+07,2.259269999999999889e-01
1.580000000000000000e+07,2.200419999999999876e-01
1.590000000000000000e+07,2.143220000000000125e-01
1.600000000000000000e+07,2.087670000000000081e-01
1.610000000000000000e+07,2.033780000000000032e-01
1.620000000000000000e+07,1.981529999999999958e-01
1.630000000000000000e+07,1.930920000000000136e-01
1.640000000000000000e+07,1.881919999999999982e-01
1.650000000000000000e+07,1.834510000000000030e-01
1.660000000000000000e+07,1.788659999999999972e-01
1.670000000000000000e+07,1.744360000000000077e-01
1.680000000000000000e+07,1.701570000000000027e-01
1.690000000000000000e+07,1.660250000000000059e-01
1.700000000000000000e+07,1.620379999999999876e-01
1.710000000000000000e+07,1.581919999999999993e-01
1.720000000000000000e+07,1.544820000000000082e-01
1.730000000000000000e+07,1.509060000000000124e-01
1.740000000000000000e+07,1.474600000000000077e-01
1.750000000000000000e+07,1.441399999999999904e-01
1.760000000000000000e+07,1.409410000000000107e-01
1.770000000000000000e+07,1.378600000000000103e-01
1.780000000000000000e+07,1.348939999999999861e-01
1.790000000000000000e+07,1.320379999999999887e-01
1.800000000000000000e+07,1.292889999999999873e-01
1.810000000000000000e+07,1.266430000000000056e-01
1.820000000000000000e+07,1.240969999999999990e-01
1.830000000000000000e+07,1.216460000000000041e-01
1.840000000000000000e+07,1.192890000000000061e-01
1.850000000000000000e+07,1.170199999999999990e-01
1.860000000000000000e+07,1.148369999999999946e-01
1.870000000000000000e+07,1.127370000000000039e-01
1.880000000000000000e+07,1.107159999999999950e-01
1.890000000000000000e+07,1.087719999999999937e-01
1.900000000000000000e+07,1.069019999999999970e-01
1.910000000000000000e+07,1.051020000000000010e-01
1.920000000000000000e+07,1.033710000000000045e-01
1.930000000000000000e+07,1.017050000000000037e-01
1.940000000000000000e+07,1.001019999999999965e-01
1.950000000000000000e+07,9.855899999999999384e-02
1.960000000000000000e+07,9.707449999999999413e-02
1.970000000000000000e+07,9.564580000000000304e-02
1.980000000000000000e+07,9.427080000000000182e-02
1.990000000000000000e+07,9.294729999999999659e-02
2.000000000000000000e+07,9.167379000000000500e-02
2.100000000000000000e+07,8.629515999999999576e-02
2.200000000000000000e+07,7.337572000000000538e-02
2.400000000000000000e+07,6.402544999999999764e-02
2.570000000000000000e+07,5.596170000000000311e-02
2.800000000000000000e+07,4.651265000000000260e-02
3.000000000000000000e+07,4.052395000000000302e-02
3.200000000000000000e+07,3.552181000000000088e-02
3.400000000000000000e+07,3.130999999999999756e-02
3.600000000000000000e+07,2.628710000000000074e-02
3.800000000000000000e+07,2.405950000000000102e-02
4.000000000000000000e+07,2.147690000000000016e-02
4.500000000000000000e+07,1.555999999999999918e-02
5.000000000000000000e+07,1.184200000000000010e-02
5.500000000000000000e+07,9.253608999999999446e-03
6.000000000000000000e+07,7.802619000000000221e-03
6.500000000000000000e+07,5.919049000000000012e-03
7.000000000000000000e+07,5.050940000000000291e-03
7.500000000000000000e+07,4.252309999999999597e-03
8.000000000000000000e+07,3.567639999999999961e-03
9.000000000000000000e+07,3.257130999999999915e-03
9.600000000000000000e+07,2.722909999999999827e-03
1.000000000000000000e+08,2.731370999999999799e-03
1.100000000000000000e+08,2.364409999999999949e-03
1.200000000000000000e+08,1.951990000000000018e-03
1.300000000000000000e+08,1.716209999999999914e-03
1.400000000000000000e+08,1.370860000000000004e-03
1.500000000000000000e+08,1.771940000000000060e-03
